name,verdict,areas,reason,gate,version,ratatui_reqs,license,updated,in_top500_csv,downloads,description
rulc,DROP-APP,,ships binaries (rulc),OK,0.2.4,ratatui^0.30.2,GPL-3.0-or-later,2026-07-13,no,,
rulibre,DROP-APP,,"ships binaries (rulibre,scan_metadata)",OK,0.1.2,ratatui^0.30,MIT,2026-02-20,no,,
rum-code,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.12,ratatui^0.29,MIT,2026-03-19,no,,
rummy,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29.0,MIT,2025-09-26,yes,6019,
run-rs,DROP-APP,,publishes no library target,OK,0.2.23,ratatui^0.30,MIT OR Apache-2.0,2026-07-30,no,,
runa-tui,DROP-APP,,publishes no library target,OK,0.12.0,ratatui^0.30.2,MIT OR Apache-2.0,2026-07-04,no,,
runcli,DROP-APP,,publishes no library target,OK,0.0.1,ratatui^0.30.0,MIT,2026-03-14,no,,
runctl,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.27,MIT OR Apache-2.0,2026-01-01,no,,
runledger-tui,DROP-APP,,publishes no library target,OK,0.8.0,ratatui^0.30,MIT,2026-07-28,no,,
runnables-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.4.1,ratatui^0.29.0,GPL-3.0-or-later,2025-08-09,no,,
runnel-rs,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.3,ratatui^0.29,MIT OR Apache-2.0,2026-07-01,no,,
runnt,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.9.1,ratatui^0.30.0,MIT,2026-06-01,no,,
rura,DROP-APP,,publishes no library target,OK,1.10.0,ratatui^0.30.2,MIT,2026-07-20,no,,
rus,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.1,ratatui^0.24,Apache-2.0,2025-09-28,no,,
rusdo,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29.0,MIT,2025-10-01,no,,
rusdu,DROP-APP,,publishes no library target,OK,0.3.5,ratatui^0.30,MIT,2026-07-22,no,,
rush-sync-server,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.9,ratatui^0.25,GPL-3.0 OR LicenseRef-Commercial,2026-03-03,yes,5555,
rusmes-loadtest,DROP-APP,,ships binaries (rusmes-loadtest),OK,0.1.2,ratatui^0.30,Apache-2.0,2026-05-09,no,,
russh,DROP-DOMAIN,,"library, but no wqm surface needs it",OK,0.62.4,ratatui^0.30,Apache-2.0,2026-07-22,yes,5243918,
rust-basel-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29,MIT,2026-02-10,no,,
rust-bf,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.0,ratatui^0.29.0,Apache-2.0,2025-09-03,no,,
rust-code,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.6.5,ratatui^0.29,MIT,2026-05-16,no,,
rust-filesearch,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.28,MIT OR Apache-2.0,2025-11-11,no,,
rust-hf-downloader,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.4.0,ratatui^0.29.0,MIT,2026-02-13,no,,
rust-kanban,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.10.5,ratatui^0.29.0,MIT,2024-11-08,no,,
rust-memex,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.6.5,ratatui^0.29,BUSL-1.1,2026-05-08,no,,
rust-okx,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.6.4,ratatui^0.29,MIT OR Apache-2.0,2026-07-14,no,,
rust-oxide-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.0,ratatui^0.29.0,MIT OR Apache-2.0,2026-02-21,no,,
rust-synth,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.23.0,ratatui^0.29,MIT,2026-04-23,no,,
rust-tui-manager,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.9,ratatui^0.24.0,MIT,2025-01-28,yes,6797,
rust6502,DROP-APP,,publishes no library target,OK,1.0.0,ratatui^0.30.2,MIT,2026-07-23,no,,
rust_mdns_client,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.29.0,non-standard,2025-01-01,no,,
rust_mechanical,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.2,ratatui^0.24.0,MIT,2023-11-11,no,,
rust_scraper,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.0,ratatui^0.29,MIT OR Apache-2.0,2026-03-10,no,,
rust_tui_calendar,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.7,ratatui^0.26,MIT,2026-04-16,no,,
rust_tui_coder,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.0,ratatui^0.26.0,MIT OR Apache-2.0,2025-11-26,no,,
rustact,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.26,MIT,2025-11-21,no,,
rustalk,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.1,ratatui^0.24,Apache-2.0,2025-09-28,no,,
rustant,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.1,ratatui^0.29,MIT,2026-02-18,no,,
rustdeploy,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.27,MIT,2026-03-25,no,,
rustdupe,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.28,MIT,2026-02-05,no,,
rustey,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.1.2,ratatui^0.30.0,MIT,2026-03-11,no,,
rustgate-proxy,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.0,ratatui^0.29,MIT,2026-04-12,no,,
rustic-pride,DROP-APP,,publishes no library target,OK,1.0.0,ratatui^0.30.0,GPL-3.0,2026-06-11,no,,
rustic-rs,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.11.3,ratatui^0.29.0,Apache-2.0 OR MIT,2026-06-03,no,,
rusticity,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.7,ratatui^0.29,Apache-2.0,2026-07-24,no,,
rusticity-term,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.7,ratatui^0.29,Apache-2.0,2026-07-24,no,,
rustime,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,NODEP,,,,,yes,4788,
rustkanban,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.2,ratatui^0.29,non-standard,2026-03-08,no,,
rustlens,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.1,ratatui^0.29,MIT,2026-04-02,no,,
rustmaton,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.0,ratatui^0.29,MIT OR Apache-2.0,2026-01-04,yes,3813,
rustmission,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.5.1,ratatui^0.29,GPL-3.0-or-later,2025-01-02,no,,
rustmotion,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.5.0,ratatui^0.29,MIT,2026-03-18,no,,
rustnet-monitor,DROP-APP,,ships binaries (rustnet),OK,1.5.0,ratatui^0.30,Apache-2.0,2026-07-21,yes,5237,
rustodo,DROP-APP,,ships binaries (todo),OK,2.26.0,ratatui^0.30.0,MIT,2026-03-14,no,,
rustodoro,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.28,MIT,2026-04-28,no,,
rustove,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.4,ratatui^0.28.1,MIT,2024-09-06,no,,
rustpm,DROP-APP,,publishes no library target,OK,0.2.15,ratatui^0.30,GPL-3.0-or-later,2026-05-23,no,,
rustradio,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.18.1,ratatui^0.30,MIT,2026-07-08,no,,
rustssh2,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,9.0.0,ratatui^0.29.0,Apache-2.0,2026-02-18,no,,
rustubble,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.4,ratatui^0.26.2,Apache-2.0,2024-08-31,yes,7819,
rustui,DROP-DOMAIN,,"library, but no wqm surface needs it",NODEP,,,,,yes,5388,
rusty-do,DROP-APP,,publishes no library target,OK,2.0.2,ratatui^0.30.0,MIT,2026-03-18,no,,
rusty-krab-manager,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,2.0.0,ratatui^0.29,non-standard,2026-07-08,yes,19557,
rusty-lights,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.0,ratatui^0.29.0,MIT,2025-11-23,no,,
rusty-stack,DROP-APP,,ships binaries (rusty-stack),OK,0.3.2,ratatui^0.30,MIT,2026-07-28,no,,
rutracker-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT OR Apache-2.0,2026-05-06,no,,
rvoip-sip,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.4,ratatui^0.26,MIT,2026-07-30,no,,
rvpm,DROP-APP,,ships binaries (rvpm),OK,3.43.0,ratatui^0.30.2,MIT,2026-07-25,no,,
rvw,DROP-APP,,publishes no library target,OK,0.3.1,ratatui^0.30,MIT,2026-04-17,no,,
rwx,DROP-APP,,publishes no library target,OK,1.0.6,ratatui^0.30.2,MIT,2026-07-24,no,,
ryzan,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.3.0,ratatui^0.24,MIT,2025-08-10,no,,
rzen,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.26,MIT,2025-08-29,no,,
s-top,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.7,ratatui^0.29,MIT,2026-04-12,no,,
s2protocol,DROP-DOMAIN,,"library, but no wqm surface needs it",OK,3.5.6,ratatui^0.30,MIT,2026-07-01,yes,34171,
s3-like-yazi,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.0,ratatui^0.29,MIT,2026-05-30,no,,
s3nav,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.29,MIT,2026-03-16,no,,
s3tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.5.0,ratatui^0.29.0,MIT,2026-02-24,yes,7921,
s8n,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.0,ratatui^0.28,GPL-3.0,2026-06-28,no,,
sabi-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.7,ratatui^0.29,MIT,2025-12-04,no,,
sabigoku,DROP-APP,,ships binaries (sabigoku),OK,0.1.1,ratatui^0.30.2,GPL-3.0-or-later,2026-07-26,no,,
sabiql,DROP-APP,,publishes no library target,OK,1.15.1,ratatui^0.30,MIT,2026-07-18,no,,
sabiql-ui,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,1.15.1,ratatui^0.30,MIT,2026-07-18,no,,
sabita_tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29.0,MIT,2025-11-20,no,,
sac-cli,DROP-APP,,ships binaries (sac),OK,0.1.0,ratatui^0.30,MIT,2026-06-25,no,,
safari,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.0,ratatui^0.26.1,MIT,2026-04-14,no,,
safclip-controller,DROP-APP,,ships binaries (safclip),OK,0.2.1,ratatui^0.30,MIT,2026-06-05,no,,
safeguard,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.3,ratatui^0.28,MIT,2025-06-29,no,,
saferskills,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29,Apache-2.0,2026-06-22,no,,
safetensors-browser,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29.0,MIT OR Apache-2.0,2026-02-19,no,,
saga-time,DROP-APP,,ships binaries (saga),OK,0.1.0,ratatui^0.30,MIT,2026-03-14,no,,
saints-mile,DROP-APP,,ships binaries (saints-mile),OK,1.0.2,ratatui^0.30,MIT,2026-04-06,no,,
sakd,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.6.1,ratatui^0.26,MIT,2026-02-03,no,,
salti,DROP-APP,,publishes no library target,OK,0.8.0,ratatui^0.30.0,MIT,2026-04-12,no,,
sams-blackbox,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.1,ratatui^0.28,MIT,2026-04-03,no,,
sams-ghost-node,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.1,ratatui^0.26,MIT,2026-04-03,no,,
sams-logic-gate,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.1,ratatui^0.28,MIT,2026-04-03,no,,
sandbox-quant,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.10,ratatui^0.29,MIT,2026-03-15,no,,
sandhole,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.10.2,ratatui=0.30.0; ratatui-core=0.1.0,MIT,2026-07-05,no,,
sandspy,DROP-APP,,ships binaries (sandspy),OK,0.1.1,ratatui^0.30,MIT,2026-04-19,no,,
sanguine,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.1,ratatui^0.20,MIT,2023-05-22,no,,
santui-core,KEEP,"T,FW",App/Plugin/events/config/palette core,OK,0.2.35,ratatui^0.30,MIT,2026-07-25,no,,"Santui core framework — App, Plugin trait, events, config, palette"
santui-ipc,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.2.35,ratatui^0.30,MIT,2026-07-25,no,,
saorsa-webrtc-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.1,ratatui^0.25,AGPL-3.0,2025-10-19,no,,
sara-tasks,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.9.0,ratatui^0.29,MIT,2026-07-06,no,,
sarv,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29,MIT,2026-07-11,no,,
satan,DROP-APP,,ships binaries (sandbox),OK,0.1.0-indev,ratatui^0.30.0,non-standard,2026-03-09,no,,
saturn-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.4.5,ratatui^0.23,MIT,2024-03-08,no,,
savepoint,DROP-APP,,publishes no library target,OK,0.3.12,ratatui^0.30.0,MIT,2026-05-07,no,,
savetracker,DROP-APP,,ships binaries (savetracker),OK,0.2.0,ratatui^0.30,BSD-2-Clause,2026-04-02,no,,
sb,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.12,ratatui^0.29,MIT OR Apache-2.0,2025-08-13,yes,8169,
sbom-tools,DROP-APP,,ships binaries (sbom-tools),OK,0.1.22,ratatui^0.30,MIT,2026-06-15,no,,
sbomr,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-03-18,no,,
scaffy,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.3,ratatui^0.29.0,MIT,2025-12-30,no,,
scalo,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,2.10.7,"ratatui>=0.29, <0.32",Apache-2.0,2026-07-30,no,,
scanr-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.28,Apache-2.0,2026-03-03,no,,
scarab-nav-client,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2025-12-02,no,,
scarab-nav-protocol,KEEP,ST,protocol for keyboard-driven TUI navigation -- keymap-SSOT prior art,NODEP,,,,,yes,3718,Protocol definitions for Scarab Navigation System - enabling keyboard-driven navigation for TUI applications
scema-agent-playground,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.26,MIT,2026-06-08,no,,
scemadex-sdk,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.2,ratatui^0.26,MIT,2026-07-09,no,,
scematica-dashboard,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.11.3,ratatui^0.26,MIT,2026-07-02,no,,
scematica-nn,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.13.1,ratatui^0.26,MIT,2026-07-02,no,,
schemantics,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-05-22,no,,
schemaui,KEEP,FORM,TUI and web UIs generated from JSON Schema,OK,0.12.3,ratatui^0.30,MIT OR Apache-2.0,2026-07-10,yes,69868,A Rust library for generating TUI and Web UIs from JSON Schemas for configuration management.
schwab-api-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.5,ratatui^0.29,MIT,2026-07-25,no,,
schwab-trader,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.5,ratatui^0.29,MIT,2026-07-25,no,,
sciencecalc-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.29.0,MIT,2025-07-28,no,,
scientia-editor,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.1,ratatui^0.28,MIT,2026-06-30,no,,
scitadel-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.7.0,ratatui^0.29,MIT OR Apache-2.0,2026-06-05,no,,
scm-record,KEEP,ED,interactive change selection UI -- a real staging widget,OK,0.10.1,ratatui^0.30.0,MIT OR Apache-2.0,2026-01-22,no,,UI component to interactively select changes to include in a commit.
scooter,DROP-APP,,ships binaries (scooter),OK,0.9.1,ratatui^0.30.0,MIT,2026-04-23,no,,
scope-bca-cli,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.5.6,ratatui^0.30,MIT,2026-04-20,no,,
scope-monitor,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.6.0,ratatui^0.26.1,MIT OR Apache-2.0,2026-07-30,no,,
scope-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.5,ratatui^0.29,MIT,2026-02-20,no,,
scoundrel-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29.0,MIT,2026-03-08,no,,
scout_rs,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.95.71,ratatui^0.30,Apache-2.0,2026-07-28,no,,
scouty-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.2,ratatui^0.29,Apache-2.0,2026-03-02,no,,
scrbrd,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29,MIT,2025-06-12,no,,
screendbtui,DROP-APP,,publishes no library target,OK,1.1.0,ratatui^0.30,Apache-2.0,2026-07-05,no,,
scrible,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.2,ratatui^0.28,MIT,2026-03-07,no,,
scrinium,DROP-APP,,publishes no library target,OK,1.3.0,ratatui^0.30,MIT,2026-07-15,no,,
scriptmark,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29,GPL-3.0-or-later,2026-04-03,no,,
scriptor,DROP-APP,,ships binaries (scriptor),OK,1.1.0,ratatui^0.30,MIT,2026-05-14,no,,
scrobble-scrubber,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,2.0.0,ratatui^0.28,MIT,2025-08-12,no,,
scrutin,DROP-APP,,ships binaries (scrutin),OK,0.0.21,ratatui^0.30,MIT,2026-04-30,no,,
scrutin-tui,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.0.21,ratatui^0.30,MIT,2026-04-30,no,,
scrybe-ratatui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.6.3,ratatui^0.29,Apache-2.0,2026-07-21,no,,
sct-rs,DROP-APP,,ships binaries (sct),OK,0.20.1,ratatui^0.30,AGPL-3.0-or-later,2026-07-27,no,,
scud-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.67.0,ratatui^0.29,MIT,2026-03-09,no,,
scx_cake,DROP-APP,,publishes no library target,OK,1.1.3,ratatui^0.30,GPL-2.0-only,2026-07-03,no,,
scxtop,DROP-APP,,ships binaries (scxtop),OK,1.1.2,ratatui^0.30,GPL-2.0-only,2026-07-03,no,,
scxtui,DROP-APP,,publishes no library target,OK,1.1.2,ratatui^0.30.2,GPL-2.0-only,2026-07-27,no,,
sdctl,DROP-APP,,publishes no library target,OK,0.1.4,ratatui^0.30,MIT,2026-07-15,no,,
sdd-layer,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.35.0,ratatui^0.29,MIT,2026-07-29,no,,
sdr_db,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29.0,MIT OR Apache-2.0,2026-01-30,no,,
sdrrat,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-05-22,no,,
seamless-glance,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.2.0,ratatui^0.27,GPL-3.0-only,2026-07-20,no,,
search-in-terminal,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.3,ratatui^0.29,MIT,2024-11-26,no,,
search-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.2,ratatui^0.29,MIT,2026-05-14,no,,
sechat-rs,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29.0,non-standard,2025-03-11,no,,
secret-stripper,DROP-APP,,"ships binaries (patterns_doc,secret-stripper)",OK,1.5.0,ratatui^0.30.2,MIT,2026-06-30,no,,
sectioned-picker,KEEP,TAB,multi-select picker with non-selectable section headers,OK,0.1.0,ratatui^0.30,MIT OR Apache-2.0,2026-07-10,no,,Interactive terminal multi-select picker with non-selectable section headers
seeder,DROP-APP,,publishes no library target,OK,0.1.0,ratatui^0.30,Apache-2.0,2026-06-18,no,,
seehandshake,DROP-APP,,ships binaries (seehandshake),OK,1.0.5,ratatui^0.30,MIT,2026-07-13,no,,
seekwel,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.26,ratatui^0.29,BSD-3-Clause,2026-05-21,no,,
seer-cli,DROP-APP,,publishes no library target,OK,0.44.2,ratatui^0.30,MIT,2026-07-23,no,,
seersdk-rs,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.0,ratatui^0.29,MIT OR Apache-2.0,2026-01-07,no,,
seetui,DROP-APP,,publishes no library target,OK,0.1.7,ratatui^0.30.0,AGPL-3.0,2026-04-17,no,,
seggwat-cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.19.1,ratatui^0.29,MIT,2026-07-13,no,,
self-awareness,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29,MIT,2026-05-02,no,,
selfware,DROP-APP,,"ships binaries (codegraph,selfware)",OK,0.6.7,ratatui^0.30,MIT,2026-07-30,no,,
semantic-diff,DROP-APP,,ships binaries (semantic-diff),OK,0.9.0,ratatui^0.30,MIT,2026-03-19,no,,
semdump,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.1.2,ratatui^0.30,MIT,2026-04-15,no,,
send-tuit,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.29,MIT,2025-11-29,no,,
senka-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.3,ratatui^0.29,MIT OR Apache-2.0,2026-06-02,no,,
sentinel-tui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.0,ratatui^0.29,MIT,2026-07-29,no,,
seq-repl,DROP-APP,,publishes no library target,OK,7.7.1,ratatui^0.30,MIT,2026-07-03,no,,
seq-tui,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.14.1,ratatui^0.30,MIT,2025-12-27,no,,
seqsizzle,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.5.0,ratatui^0.29.0,AGPL-3.0-or-later,2026-06-18,yes,3580,
seqtui,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.1,ratatui^0.28,MIT,2026-01-15,no,,
sergeant,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.8.1,ratatui^0.26.2,MIT OR Apache-2.0,2024-06-02,no,,
sergw,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.0,ratatui^0.26,GPL-3.0-or-later,2025-08-11,no,,
serialkiller,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.0.1,ratatui^0.29.0,MIT,2025-12-02,no,,
serie,DROP-APP,,ships binaries (serie),OK,0.8.1,ratatui^0.30.0,MIT,2026-07-19,yes,20770,
sermonizer,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.29,MIT,2026-07-06,no,,
serpl,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.3.6,ratatui^0.29.0,MIT,2026-05-31,no,,
server_users,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,1.0.0,ratatui^0.28,GPL-3.0-or-later,2025-10-24,no,,
service-bus-explorer-tui,DROP-APP,,publishes no library target,OK,0.0.21,ratatui^0.30,MIT,2026-04-21,no,,
servinel,DROP-APP,,publishes no library target,OK,0.0.6,ratatui^0.30.0,MIT,2026-05-03,no,,
sesame_cli,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.0,ratatui^0.28,MIT,2026-05-21,no,,
seshat-cli,DROP-DOMAIN,,screened on description; unrelated to any wqm surface,OK,0.7.1,ratatui^0.30,MIT,2026-06-18,no,,
sessfind,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.9.2,ratatui^0.29,MIT,2026-07-24,no,,
session-process-monitor,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.9,ratatui^0.29,Apache-2.0,2026-03-03,no,,
sessionx,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.2.1,ratatui^0.29,MIT,2026-06-21,no,,
sessy,DROP-APP,,ships binaries (sessy),OK,0.5.1,ratatui^0.30,MIT,2026-06-14,no,,
setrixtui,DROP-APP,,publishes no library target,OK,0.4.2,ratatui^0.30,GPL-3.0-or-later,2026-03-13,no,,
setuprs,DROP-VERSION,,current release predates the ratatui 0.30.2 sibling set,OLD,0.1.6,ratatui^0.27.0,MIT,2024-07-27,no,,
seval,DROP-APP,,ships binaries (seval),OK,0.1.2,ratatui^0.30,AGPL-3.0-only,2026-03-16,no,,
